"","date","temp"
"1",2020-01-22,24.3203269230769
"2",2020-01-23,24.1364423076923
"3",2020-01-24,24.8627548076923
"4",2020-01-25,24.4838798076923
"5",2020-01-26,24.2805576923077
"6",2020-01-27,24.7045240384615
"7",2020-01-28,25.3977259615385
"8",2020-01-29,25.5121634615385
"9",2020-01-30,25.2532740384615
"10",2020-01-31,25.5161009615385
"11",2020-02-01,24.8966153846154
"12",2020-02-02,24.4873173076923
"13",2020-02-03,25.3410913461538
"14",2020-02-04,25.6752115384615
"15",2020-02-05,25.3145913461538
"16",2020-02-06,24.8969038461538
"17",2020-02-07,25.0684278846154
"18",2020-02-08,24.2290480769231
"19",2020-02-09,24.3484807692308
"20",2020-02-10,24.2901346153846
"21",2020-02-11,24.6123509615385
"22",2020-02-12,24.3787211538462
"23",2020-02-13,24.7888990384615
"24",2020-02-14,24.7468076923077
"25",2020-02-15,24.5577932692308
"26",2020-02-16,24.5757115384615
"27",2020-02-17,25.1901394230769
"28",2020-02-18,25.3771490384615
"29",2020-02-19,25.0390288461538
"30",2020-02-20,24.8596778846154
"31",2020-02-21,24.9362259615385
"32",2020-02-22,25.5295336538462
"33",2020-02-23,25.6184663461538
"34",2020-02-24,24.6304759615385
"35",2020-02-25,25.4251826923077
"36",2020-02-26,24.6394903846154
"37",2020-02-27,23.7815048076923
"38",2020-02-28,24.6547836538462
"39",2020-02-29,24.7056490384615
"40",2020-03-01,25.6593942307692
"41",2020-03-02,26.3607019230769
"42",2020-03-03,25.5893173076923
"43",2020-03-04,25.2853125
"44",2020-03-05,25.5721586538462
"45",2020-03-06,25.1321105769231
"46",2020-03-07,25.8377307692308
"47",2020-03-08,25.6013317307692
"48",2020-03-09,25.8507596153846
"49",2020-03-10,24.9346442307692
"50",2020-03-11,25.3116442307692
"51",2020-03-12,25.4372596153846
"52",2020-03-13,26.0683076923077
"53",2020-03-14,26.3724182692308
"54",2020-03-15,26.0522740384615
